customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1213-T78836,Female,1,Yes,No,62,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),27.4,1694.04,No
1214-T82258,Female,0,No,Yes,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,94.43,1483.26,No
1215-T49986,Female,0,No,No,52,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),86.38,4537.52,Yes
1216-T34160,Male,0,Yes,No,34,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,63.06,2191.97,No
1217-T95595,Male,0,No,Yes,58,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,60.95,3513.5,No
1218-T89111,Female,1,No,Yes,38,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),84.08,3188.35,No
1219-T74929,Female,0,Yes,No,66,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,73.54,4868.34,No
1220-T83506,Male,0,No,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),38.25,2698.96,No
1221-T44911,Female,0,Yes,Yes,60,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),105.53,6245.64,Yes
1222-T97127,Female,0,Yes,No,49,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,88.32,4371.43,No
1223-T41821,Female,1,Yes,Yes,52,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),83.15,4257.53,No
1224-T85039,Female,0,Yes,Yes,45,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),65.64,2946.28,No
1225-T70535,Male,0,No,No,51,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,112.56,5782.96,No
1226-T94458,Male,1,No,No,28,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,19.09,510.27,No
1227-T22175,Male,0,No,No,4,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,87.84,325.9,Yes
1228-T64771,Female,0,Yes,Yes,66,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),116.27,7721.88,No
1229-T96925,Female,0,No,No,39,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),77.08,3051.64,No
1230-T76358,Male,0,Yes,Yes,71,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,77.33,5570.53,No
1231-T27327,Male,0,No,Yes,1,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.39,90.0,Yes
1232-T57057,Male,1,No,Yes,67,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,20.39,1269.33,No
1233-T16150,Female,0,Yes,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,29.56,1808.51,No
1234-T14425,Male,1,No,Yes,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,102.57,5849.05,No
1235-T26032,Female,0,Yes,Yes,68,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,83.69,5633.86,No
1236-T12198,Female,0,Yes,No,57,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,116.27,6646.68,No
1237-T70500,Male,0,No,No,34,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Bank transfer (automatic),58.74,1937.77,No
1238-T63394,Male,0,No,Yes,13,Yes,No,DSL,No,No,No,No,No,No,One year,No,Electronic check,62.7,903.81,Yes
1239-T30079,Female,0,No,No,14,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),84.38,1153.45,Yes
1240-T46220,Male,1,No,Yes,5,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,36.07,63.07,Yes
1241-T51874,Male,0,Yes,Yes,15,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),46.8,733.75,No
1242-T23859,Female,0,Yes,Yes,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,104.04,4721.03,No
1243-T60460,Female,0,No,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),98.3,6052.69,No
1244-T41419,Female,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),75.11,762.42,No
1245-T18705,Female,0,No,Yes,40,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),53.87,2246.45,Yes
1246-T52880,Female,0,Yes,Yes,18,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),81.62,1588.3,No
1247-T33236,Male,0,No,Yes,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),35.25,81.67,No
1248-T97955,Female,0,Yes,Yes,19,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Credit card (automatic),61.32,1154.75,No
1249-T95514,Female,0,No,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,68.3,521.37,No
1250-T25358,Female,0,No,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),64.15,1300.82,Yes
1251-T86918,Male,0,Yes,No,7,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,59.87,448.05,Yes
1252-T24596,Female,0,Yes,No,38,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,55.56,2099.51,No
1253-T43572,Female,0,No,No,36,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),75.82,2707.78,No
1254-T88757,Female,0,Yes,Yes,28,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,53.76,1480.68,No
1255-T11279,Male,1,Yes,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),76.97,2554.98,No
1256-T73197,Female,0,No,Yes,37,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,69.99,2592.04,Yes
1257-T72516,Female,0,Yes,Yes,34,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),53.32,1827.97,No
1258-T17083,Female,1,Yes,No,67,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),96.48,6485.95,Yes
1259-T27771,Male,0,No,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,22.29,18.46,No
1260-T39975,Male,0,No,Yes,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,44.96,547.47,Yes
1261-T55648,Male,0,Yes,Yes,31,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,67.55,2106.65,Yes
1262-T58285,Male,0,No,Yes,46,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,109.28,5076.52,No
1263-T29063,Female,0,Yes,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.21,1561.28,No
1264-T77642,Female,0,Yes,No,25,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,76.37,1908.76,No
1265-T96143,Male,0,Yes,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),35.01,1512.08,No
1266-T47599,Male,0,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,19.22,807.41,No
1267-T61920,Female,0,Yes,Yes,37,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,104.67,3865.13,Yes
1268-T38529,Female,0,Yes,No,28,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),105.66,2951.24,Yes
1269-T45954,Male,0,Yes,Yes,54,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,45.49,2447.53,Yes
1270-T37856,Male,0,No,No,51,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,104.06,5295.48,No
1271-T12573,Male,0,No,No,18,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),55.71,978.73,No
1272-T88344,Male,0,No,No,34,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),22.73,883.96,No
1273-T45367,Female,0,Yes,Yes,47,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Electronic check,40.43,1971.11,No
1274-T70774,Male,0,Yes,Yes,59,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Electronic check,83.06,4878.42,No
1275-T33752,Male,0,No,No,30,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,38.62,1147.44,Yes
1276-T65029,Female,1,Yes,Yes,2,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),75.7,232.1,Yes
1277-T27685,Female,0,Yes,Yes,34,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),36.25,1288.62,Yes
1278-T61693,Female,1,Yes,No,51,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,38.84,2002.82,No
1279-T65961,Female,0,Yes,No,70,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,No,Electronic check,85.55,5998.68,No
1280-T86908,Female,0,No,Yes,50,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.01,5240.8,No
1281-T84532,Male,0,No,No,55,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),92.82,5106.52,Yes
1282-T91994,Male,0,No,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),23.8,469.52,No
1283-T66133,Male,1,Yes,Yes,0,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,110.3,82.85,Yes
1284-T71268,Female,0,Yes,No,52,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),34.04,1859.25,No
1285-T48243,Male,0,No,Yes,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),90.74,490.27,Yes
1286-T67384,Female,0,No,No,61,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Electronic check,90.79,5571.23,No
1287-T41653,Male,1,No,Yes,46,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Electronic check,63.15,2836.0,No
1288-T36657,Male,0,Yes,Yes,49,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),74.4,3689.74,Yes
1289-T49952,Female,0,No,Yes,30,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),27.59,724.66,No
1290-T32180,Female,0,Yes,Yes,63,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),115.29,7204.42,No
1291-T88411,Male,0,No,Yes,28,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,24.47,725.23,Yes
1292-T11622,Male,0,Yes,Yes,14,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,109.01,1564.52,Yes
1293-T58756,Male,1,Yes,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,42.9,2342.9,No
1294-T50809,Male,0,No,Yes,22,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,57.14,1297.59,Yes
1295-T26725,Male,0,Yes,Yes,37,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,93.78,3540.42,Yes
1296-T71396,Female,0,Yes,Yes,40,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),105.91,4191.37,No
1297-T61226,Female,0,No,No,14,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,87.54,1264.39,No
1298-T91182,Female,0,No,Yes,2,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,No,Credit card (automatic),30.16,64.68,No
1299-T92565,Female,1,No,Yes,0,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),53.21,65.96,No
1300-T39402,Male,0,Yes,Yes,10,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,79.01,803.2,No
1301-T14263,Male,1,Yes,No,59,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,116.64,6869.85,Yes
1302-T56828,Female,0,No,No,64,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,58.52,3838.52,No
1303-T57924,Male,0,No,No,3,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),48.25,207.37,Yes
1304-T84182,Female,0,Yes,Yes,24,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),46.04,1191.85,No
1305-T69052,Male,0,No,Yes,71,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,103.4,7346.34,No
1306-T21664,Male,0,No,Yes,42,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,35.06,1466.68,No
1307-T45737,Male,0,Yes,No,39,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,82.47,3237.74,Yes
1308-T99563,Female,0,Yes,Yes,43,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.83,4476.78,No
1309-T39373,Female,0,No,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),103.33,7349.0,Yes
1310-T46397,Female,1,Yes,No,58,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,31.03,1803.92,No
1311-T96145,Female,0,Yes,Yes,22,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),97.32,2145.94,No
1312-T48709,Male,1,No,Yes,61,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),109.95,6742.22,Yes
1313-T71120,Male,0,No,No,22,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),96.27,2122.86,No
1314-T29250,Male,0,No,Yes,57,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),88.17,5002.63,No
1315-T31172,Male,0,Yes,No,54,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),69.69,3737.61,No
1316-T21555,Female,0,No,No,32,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,94.77,3009.28,No
1317-T97410,Male,0,Yes,Yes,62,No,No phone service,DSL,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),75.63,4621.33,No
1318-T88617,Male,0,No,Yes,59,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,58.75,3423.6,Yes
1319-T63276,Male,0,Yes,Yes,60,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,67.38,4132.9,Yes
1320-T67492,Female,0,Yes,Yes,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,83.44,5033.83,No
1321-T63002,Female,0,No,Yes,68,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),73.9,5055.78,No
1322-T99599,Female,0,Yes,Yes,20,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.9,1680.32,Yes
1323-T82355,Male,0,No,Yes,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),116.17,130.43,No
1324-T34762,Female,0,No,No,47,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,44.1,2101.37,Yes
1325-T21046,Male,0,Yes,Yes,9,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,117.57,1079.31,Yes
1326-T38769,Male,0,Yes,Yes,41,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),23.41,986.32,Yes
1327-T63302,Male,0,Yes,Yes,65,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),78.78,5132.16,No
1328-T33150,Female,0,No,Yes,45,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),111.4,4945.8,Yes
1329-T78247,Female,0,No,No,8,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,28.25,311.75,No
1330-T14853,Male,0,No,Yes,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,117.02,5687.58,Yes
1331-T99399,Male,0,No,No,3,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,109.85,407.12,No
1332-T31792,Female,0,No,No,59,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,103.41,6008.95,No
1333-T69129,Female,0,No,No,28,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,70.7,2004.57,Yes
1334-T84478,Female,0,Yes,No,46,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,39.38,1864.9,Yes
1335-T77298,Male,0,No,No,62,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),26.92,1698.75,No
1336-T41987,Male,0,No,Yes,30,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),24.47,733.94,No
1337-T25850,Male,0,No,No,50,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Electronic check,76.8,3869.31,No
1338-T22112,Female,0,No,No,40,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),88.23,3566.76,Yes
1339-T34058,Female,0,Yes,Yes,35,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Mailed check,40.06,1433.48,Yes
1340-T55420,Female,0,Yes,No,39,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,66.93,2557.39,Yes
1341-T48890,Male,0,Yes,Yes,59,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,70.87,4257.39,No
1342-T76017,Male,0,No,Yes,14,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),107.67,1581.01,Yes
1343-T57304,Female,1,No,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,30.6,920.33,No
1344-T42921,Male,1,No,Yes,29,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,97.78,2871.25,No
1345-T11524,Female,0,Yes,No,26,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.12,2412.59,Yes
1346-T25048,Male,0,No,No,39,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),86.11,3352.16,No
1347-T45111,Female,0,No,No,44,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,42.79,1817.13,Yes
1348-T47904,Male,0,Yes,Yes,46,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,23.15,1204.06,Yes
1349-T64912,Male,0,Yes,Yes,55,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),96.27,5315.61,No
1350-T44008,Female,1,No,Yes,53,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Credit card (automatic),74.0,3963.39,No
1351-T10060,Female,0,Yes,No,8,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),80.78,642.25,No
1352-T84666,Female,0,No,Yes,64,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),103.23,6462.35,No
1353-T93559,Female,0,No,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),31.21,2105.04,No
1354-T65337,Female,0,Yes,No,0,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,38.63,-22.45,No
1355-T23350,Male,1,No,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),60.09,731.74,No
1356-T34354,Female,1,Yes,Yes,37,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),53.39,1948.09,Yes
1357-T55186,Female,0,Yes,Yes,44,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),112.99,5032.29,Yes
1358-T38145,Female,0,No,Yes,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),49.81,1910.03,No
1359-T44020,Male,0,Yes,Yes,14,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Mailed check,107.94,1522.25,Yes
1360-T96123,Female,0,No,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),71.21,3452.52,No
1361-T85186,Female,0,No,No,1,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),27.62,86.08,No
1362-T95469,Female,0,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),85.29,4470.13,No
1363-T30581,Male,0,Yes,Yes,25,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,92.75,2272.32,Yes
1364-T98929,Male,0,Yes,Yes,65,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),34.32,2229.62,No
1365-T33051,Female,0,No,No,32,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),59.96,1881.65,No
1366-T61474,Male,0,No,No,58,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,32.83,1975.19,Yes
1367-T79626,Female,1,No,No,25,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),35.71,858.33,No
1368-T16960,Male,1,No,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),86.75,1775.54,No
1369-T45772,Female,1,No,Yes,48,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),67.52,3255.35,No
1370-T31520,Male,0,No,No,70,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),21.19,1453.6,No
1371-T59481,Female,0,No,No,70,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),111.46,7882.06,Yes
1372-T46408,Female,0,Yes,Yes,65,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,87.06,5648.4,No
1373-T67134,Male,0,No,Yes,36,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,Yes,Mailed check,23.3,772.53,No
1374-T30491,Female,0,No,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,90.03,1173.31,Yes
1375-T11341,Female,0,Yes,Yes,71,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,101.76,7193.74,No
1376-T54623,Female,0,No,Yes,6,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,58.56,447.21,Yes
1377-T10338,Female,1,No,Yes,37,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),93.45,3498.51,No
1378-T81431,Male,0,Yes,No,44,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),46.99,2128.18,No
1379-T22254,Female,0,No,No,21,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),30.13,561.86,No
1380-T61860,Male,0,Yes,Yes,43,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,115.06,5028.61,Yes
1381-T21344,Male,0,No,Yes,34,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),18.44,614.82,No
1382-T11750,Male,1,No,No,59,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.35,4106.66,No
1383-T64756,Male,0,Yes,No,2,No,No phone service,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),27.82,86.9,Yes
1384-T77957,Female,1,Yes,Yes,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,77.65,5107.69,No
1385-T68053,Female,0,No,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.46,1285.11,No
1386-T80855,Male,0,No,No,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.24,1370.13,No
