customer_id,credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn
15602983,407,France,Male,64,9,29989.35,4,1,0,109891.18,0
15602984,847,France,Female,58,1,4337.04,4,1,0,183854.03,1
15602985,723,France,Female,44,2,26125.45,1,1,1,56903.0,0
15602986,721,France,Male,25,1,99834.99,1,1,1,52120.8,0
15602987,792,France,Female,23,0,134264.77,2,1,0,185166.31,1
15602988,682,Germany,Male,38,9,13106.97,1,1,1,183458.49,0
15602989,413,France,Female,30,7,63874.19,3,1,1,52501.89,0
15602990,671,France,Female,56,4,5338.41,1,1,0,129283.85,1
15602991,533,France,Female,66,2,96716.23,1,1,0,154381.67,1
15602992,804,France,Female,40,3,2959.12,2,1,0,31085.73,1
15602993,416,France,Male,23,3,139778.52,3,1,0,84691.21,0
15602994,718,Spain,Male,27,7,24199.82,4,0,0,28907.26,0
15602995,532,France,Female,33,2,168929.22,4,1,0,75852.48,0
15602996,658,France,Female,43,10,28994.08,3,1,1,45094.34,0
15602997,580,France,Male,50,2,24283.26,2,1,1,88767.13,0
15602998,400,Spain,Male,48,8,21986.98,2,1,1,125683.38,0
15602999,814,Germany,Female,50,1,40053.79,2,1,1,115844.33,0
15603000,513,Spain,Male,29,1,73849.16,4,0,0,184941.65,0
15603001,700,France,Female,35,3,33829.78,2,1,1,104300.04,0
15603002,553,France,Female,36,10,5919.37,3,1,0,103136.23,0
15603003,753,France,Male,57,0,51154.22,3,1,0,48851.55,1
15603004,518,Germany,Male,72,5,30137.08,3,1,1,62017.63,0
15603005,510,France,Female,19,10,57494.17,1,1,1,13054.83,0
15603006,409,Germany,Female,68,6,31995.3,2,1,1,185809.99,0
15603007,412,France,Male,44,3,37512.74,2,1,0,198273.96,0
15603008,432,Germany,Male,34,8,56122.3,4,0,0,30744.6,1
15603009,421,Germany,Female,59,2,13299.91,4,1,1,93956.14,0
15603010,605,Germany,Female,37,0,15074.38,1,0,0,13154.36,0
15603011,351,France,Female,70,7,13500.35,2,0,0,185968.9,0
15603012,540,France,Female,36,7,32486.57,1,0,0,32577.34,0
15603013,678,France,Female,36,8,17559.23,3,1,0,95700.11,0
15603014,766,Spain,Male,38,10,78759.66,4,1,0,136372.57,1
15603015,633,Spain,Female,45,7,1076.11,2,1,1,77684.68,1
15603016,353,Germany,Male,19,8,19836.54,4,1,1,86821.32,0
15603017,444,France,Male,48,8,129728.24,4,1,0,67011.85,0
15603018,460,France,Male,65,3,88873.67,3,1,1,92510.52,0
15603019,783,France,Male,47,8,227765.56,3,0,0,64342.84,1
15603020,369,France,Female,58,6,21380.62,4,0,1,87683.2,0
15603021,439,Spain,Male,39,10,15778.98,4,1,1,118845.64,0
15603022,427,France,Male,74,4,24469.93,2,0,0,59346.81,1
15603023,391,Germany,Male,52,9,34530.72,2,0,0,15887.6,0
15603024,543,France,Female,51,1,1403.92,4,1,0,118673.06,0
15603025,790,Spain,Male,39,0,20519.2,4,1,0,19383.33,0
15603026,481,France,Male,67,3,1977.51,2,1,0,124359.78,1
15603027,366,France,Female,65,8,234240.38,3,1,0,34413.66,0
15603028,801,France,Male,45,7,250000.0,4,1,0,145093.05,1
15603029,580,France,Male,65,5,166796.3,2,0,1,104983.17,0
15603030,528,Germany,Male,42,5,58948.8,4,0,1,186419.64,0
15603031,481,France,Female,70,5,3246.14,4,0,1,56711.67,0
15603032,615,France,Male,33,7,162679.1,4,0,0,149058.48,0
15603033,377,France,Male,35,1,48108.54,4,1,0,180460.12,1
15603034,679,Spain,Male,34,0,25895.78,4,0,1,186523.15,0
15603035,384,Spain,Female,63,7,183356.18,2,1,0,72867.82,0
15603036,694,France,Female,26,4,208.02,2,0,1,70521.66,1
15603037,803,France,Male,59,10,238669.35,1,1,0,33312.8,1
15603038,403,France,Male,38,3,36860.18,3,1,1,160697.21,0
15603039,588,France,Male,70,6,250000.0,4,1,0,154613.97,0
15603040,363,France,Male,30,9,45204.79,2,1,0,104792.95,0
15603041,565,Spain,Male,24,10,18598.66,2,1,0,112010.35,1
15603042,571,Germany,Male,48,0,184267.92,4,0,1,88315.9,0
15603043,609,Germany,Male,61,0,94306.8,3,0,0,180105.5,0
15603044,694,Spain,Male,62,5,250000.0,2,0,1,100640.14,0
15603045,842,France,Male,64,9,53661.37,2,1,0,92100.0,1
15603046,640,France,Male,68,10,250000.0,4,1,1,67792.75,0
15603047,388,Germany,Male,71,10,48452.5,2,1,1,198284.33,0
15603048,570,France,Female,23,9,250000.0,4,1,0,126061.31,0
15603049,549,France,Male,35,10,152643.97,4,1,1,38613.15,0
15603050,558,France,Female,66,1,31934.55,4,1,1,153174.8,0
15603051,468,Spain,Female,42,7,46997.6,2,1,0,195564.53,1
15603052,847,France,Male,39,6,138996.33,2,1,0,162595.62,0
15603053,448,Spain,Female,24,9,92556.73,1,1,1,168699.3,0
15603054,634,France,Female,27,3,25478.29,4,1,1,128095.06,0
15603055,399,France,Female,65,5,99723.49,2,1,0,77899.81,0
15603056,488,Germany,Male,71,2,35805.61,4,1,1,120320.49,0
15603057,549,Spain,Male,73,5,57920.99,1,1,0,67403.38,0
15603058,697,Germany,Male,30,7,151023.62,2,1,1,68369.95,0
15603059,466,Spain,Male,22,3,64912.15,2,0,0,47040.61,1
15603060,642,France,Female,58,9,7437.65,3,0,0,190420.61,1
15603061,455,France,Female,36,8,5077.87,3,0,0,45506.26,0
15603062,448,Spain,Female,20,4,29700.73,4,1,0,18587.11,0
15603063,759,France,Female,34,9,68506.85,1,0,0,162467.94,1
15603064,849,France,Female,36,8,111714.12,2,1,0,128854.7,0
15603065,403,Spain,Male,32,9,22616.51,4,1,0,69456.94,0
15603066,632,France,Male,52,3,82549.7,4,1,1,50850.91,0
15603067,710,Germany,Male,24,10,36341.13,4,0,0,135480.33,0
15603068,684,Germany,Male,50,2,98285.6,4,1,0,150921.94,1
15603069,369,France,Male,24,9,72747.72,3,1,0,130952.27,0
15603070,423,France,Female,48,2,1168.88,4,0,1,106118.71,0
15603071,738,Spain,Female,18,10,117181.37,3,1,1,20119.6,0
15603072,760,France,Male,30,3,86300.55,1,1,0,137440.28,0
15603073,631,France,Male,45,5,159614.0,3,1,0,102085.25,0
15603074,605,France,Male,33,3,104422.18,1,1,1,103274.18,0
15603075,492,Spain,Male,68,8,62776.98,4,0,1,87198.81,1
15603076,630,France,Male,42,8,41757.52,4,0,0,121082.21,1
15603077,585,France,Male,42,9,24736.45,3,1,1,38335.6,0
15603078,367,France,Male,42,8,213659.84,1,1,0,79864.9,0
15603079,500,France,Female,21,6,107519.06,2,1,1,112199.07,1
15603080,720,France,Male,52,4,205101.12,1,0,1,88940.77,0
15603081,578,Germany,Female,22,1,16372.41,1,1,0,36808.65,1
15603082,598,Germany,Female,24,10,88509.84,2,0,0,112377.34,1
15603083,395,Germany,Female,63,10,10208.7,4,1,1,41139.05,1
15603084,723,France,Male,19,6,45467.34,3,1,1,61687.45,0
15603085,380,France,Male,73,9,114802.02,1,1,0,144033.06,1
15603086,788,France,Female,73,6,138542.72,3,0,1,75488.83,1
15603087,414,Germany,Female,57,1,24271.62,4,0,0,58176.56,0
15603088,376,Spain,Female,26,6,45407.74,4,0,1,94029.36,1
15603089,492,Spain,Female,74,6,62582.15,1,1,1,192297.27,0
15603090,728,France,Female,30,1,31501.86,2,1,0,98865.2,0
15603091,670,France,Male,51,4,24378.2,1,1,0,143830.63,1
15603092,747,France,Male,42,0,157744.25,3,0,1,65293.45,0
15603093,669,France,Female,70,7,32103.07,4,0,0,58825.11,1
15603094,707,France,Female,31,8,45811.17,1,1,1,161325.92,0
15603095,574,Spain,Female,71,10,60638.06,4,1,0,122966.85,1
15603096,523,France,Female,57,9,46540.94,2,0,0,67035.43,0
15603097,607,France,Male,42,1,158690.43,3,1,0,70245.66,0
15603098,846,Spain,Male,70,8,19837.77,1,1,1,146546.59,1
15603099,599,France,Male,19,0,14785.36,4,1,0,159024.85,0
15603100,385,France,Female,25,8,93768.41,1,1,1,40891.97,1
15603101,390,France,Male,44,5,151633.51,2,1,0,131510.28,0
15603102,753,France,Female,31,10,250000.0,2,0,1,123482.42,0
15603103,472,Spain,Female,45,8,123531.28,4,0,1,146590.82,0
15603104,752,France,Male,55,9,44228.13,4,0,1,48907.22,0
15603105,781,Spain,Female,70,7,62335.42,3,1,1,198690.23,0
15603106,360,Germany,Male,20,4,3215.9,2,0,1,47617.89,1
15603107,411,Germany,Male,23,3,147631.46,1,1,0,175452.58,1
15603108,467,France,Female,56,8,79122.91,4,1,0,141997.73,1
15603109,539,France,Female,24,10,23087.69,2,1,1,114248.22,0
15603110,718,Germany,Female,51,6,90189.03,2,1,0,54807.27,0
15603111,670,France,Male,33,1,18839.02,4,1,0,118877.85,0
15603112,492,France,Female,36,6,109497.45,4,1,1,83395.36,0
15603113,351,Germany,Female,53,5,18276.87,1,1,1,163352.42,0
15603114,415,Germany,Female,36,1,31147.09,4,0,0,19102.06,1
15603115,547,France,Male,68,6,116363.52,1,1,0,98960.74,0
15603116,408,Spain,Female,36,5,209222.39,4,0,0,198600.67,1
15603117,381,Spain,Male,71,1,6472.86,4,1,0,158878.86,1
15603118,614,Spain,Male,45,7,110923.14,2,1,1,94267.0,0
15603119,495,Spain,Male,19,2,66138.92,1,0,0,105524.73,0
15603120,546,France,Female,35,1,70292.09,4,1,1,42168.61,0
15603121,603,Spain,Female,24,0,18938.3,1,0,0,93172.07,0
15603122,596,Germany,Male,30,5,34118.15,2,0,1,159513.81,0
15603123,435,Germany,Male,52,10,158873.74,2,0,0,115463.65,1
15603124,741,Germany,Male,32,7,18837.64,4,1,1,118915.29,1
15603125,652,France,Male,50,4,229328.32,2,1,1,108596.63,0
15603126,811,Germany,Female,68,1,42511.78,4,1,0,173395.43,0
15603127,664,France,Female,39,10,69864.61,1,0,1,154758.33,0
15603128,416,Germany,Male,61,0,39252.8,4,1,1,11652.43,0
15603129,850,France,Male,51,8,47403.81,3,1,1,118103.15,0
15603130,758,France,Female,59,1,65847.49,2,1,0,118243.04,1
15603131,782,Spain,Female,27,7,250000.0,2,1,1,147760.61,0
15603132,438,France,Male,47,1,250000.0,2,1,1,59901.65,0
15603133,844,Spain,Female,66,0,191456.87,1,0,0,198053.36,0
15603134,467,Germany,Male,49,7,853.77,2,1,0,109044.7,1
15603135,652,France,Male,48,6,73362.59,2,1,0,160910.79,1
15603136,738,France,Male,33,10,225638.04,1,0,1,79240.05,0
15603137,762,France,Male,36,2,36098.78,3,1,1,96240.56,0
15603138,628,Spain,Male,57,1,60536.3,4,1,1,139036.03,0
15603139,574,France,Female,47,3,55154.31,3,0,0,147585.54,1
15603140,746,Germany,Female,70,8,30421.01,1,1,1,35493.66,1
15603141,705,Germany,Female,59,3,20251.08,1,0,0,31841.47,0
15603142,808,Germany,Male,19,6,17496.68,3,1,1,144325.04,0
15603143,781,Spain,Male,47,9,137828.75,1,1,1,11872.71,1
15603144,430,Germany,Male,60,1,71694.91,2,0,0,180946.2,1
15603145,510,France,Male,49,6,57520.46,2,1,0,148479.01,1
15603146,712,Spain,Male,54,8,11872.6,4,1,1,162361.92,0
15603147,522,France,Female,41,3,70050.27,2,1,0,149789.39,0
15603148,824,Germany,Female,43,4,7037.8,1,1,0,122884.83,1
15603149,598,France,Female,23,4,1782.35,1,1,1,197646.21,0
15603150,674,France,Female,23,4,94313.09,2,1,0,14284.34,1
15603151,575,France,Female,36,1,191889.28,2,0,1,88334.7,0
15603152,354,France,Male,50,5,30156.75,1,1,0,189467.78,0
15603153,666,Germany,Male,19,7,74478.87,1,1,1,60482.93,0
15603154,685,France,Female,27,10,24397.16,4,1,1,102855.18,0
15603155,356,France,Male,32,4,22752.97,2,1,1,151031.0,0
15603156,398,France,Male,21,6,27714.15,1,1,0,77272.51,0
15603157,606,Germany,Female,50,3,125780.72,1,1,0,127320.32,0
15603158,759,France,Male,22,1,40373.08,2,0,1,163720.63,0
15603159,363,Germany,Female,65,10,146707.78,4,1,1,35697.9,1
15603160,518,Germany,Male,32,6,156005.24,1,0,1,112370.53,0
15603161,450,Germany,Male,73,10,48016.41,2,1,1,10698.67,1
15603162,463,France,Male,33,6,58075.72,4,1,0,35061.01,1
15603163,773,France,Female,47,0,49131.03,2,1,1,192511.49,0
15603164,418,France,Female,53,9,15452.38,1,0,0,15895.43,0
15603165,396,France,Female,52,6,92846.65,1,0,0,109824.26,1
15603166,386,Germany,Male,19,7,167152.75,4,1,1,49981.12,0
15603167,498,Spain,Male,34,3,95581.97,3,0,0,38611.46,0
15603168,383,Spain,Male,56,4,231465.31,3,1,1,129554.15,0
15603169,446,Germany,Female,21,3,69533.39,4,1,1,167964.03,0
15603170,789,Germany,Male,53,7,78369.92,3,1,1,99690.69,0
15603171,564,Spain,Female,64,2,250000.0,1,1,0,13571.69,1
15603172,848,Spain,Female,32,8,77763.65,4,0,1,136850.58,0
15603173,739,France,Male,47,2,250000.0,1,0,1,127246.3,0
15603174,695,Germany,Female,46,6,84886.78,4,1,1,193550.32,0
15603175,510,France,Female,31,1,52236.69,1,0,1,137461.67,0
15603176,746,France,Female,43,9,55689.37,4,1,0,92367.99,0
15603177,776,France,Male,39,2,46373.7,3,1,0,105522.56,1
15603178,820,Spain,Female,42,3,9457.62,3,0,1,153614.83,0
15603179,850,France,Male,26,1,2327.95,1,0,1,124459.2,0
15603180,576,France,Female,33,8,156297.94,1,1,1,71449.45,0
15603181,583,Spain,Female,57,4,77201.22,1,1,1,56870.81,0
15603182,724,France,Female,53,6,161894.06,1,1,1,146433.79,1
15603183,639,Spain,Female,22,5,16599.98,1,0,0,95527.69,0
15603184,626,France,Male,22,7,97049.53,2,1,1,70752.19,0
15603185,792,Germany,Male,71,0,191351.55,1,0,1,166766.96,1
15603186,545,France,Female,38,5,14986.22,4,1,1,69686.02,0
15603187,691,France,Male,44,5,27727.47,2,1,1,160920.2,0
15603188,850,France,Male,60,5,47871.24,3,0,0,136074.93,0
15603189,789,France,Male,41,5,21274.91,4,1,0,124285.33,1
15603190,817,Spain,Female,45,7,136769.55,2,0,1,13018.53,0
15603191,687,Spain,Male,63,5,77498.87,4,1,0,190862.1,0
15603192,530,Spain,Female,63,4,11175.61,1,0,1,85887.5,1
15603193,600,Spain,Male,58,10,1973.03,2,1,0,168156.26,0
15603194,356,France,Male,40,9,145217.08,3,1,0,103626.57,0
15603195,431,France,Female,25,4,4686.07,3,1,0,73655.11,0
15603196,572,France,Male,19,4,18129.8,1,1,1,144404.11,0
15603197,417,France,Male,55,1,86093.78,3,1,0,90791.3,0
15603198,678,Germany,Male,56,10,119556.49,3,1,0,192517.15,1
15603199,788,France,Male,19,9,192525.74,3,1,1,21156.98,0
15603200,658,Germany,Male,60,4,7670.36,3,1,0,33859.55,1
15603201,716,France,Male,67,0,250000.0,4,1,0,56391.21,1
15603202,829,Spain,Female,69,8,29296.23,4,0,0,58476.1,0
15603203,804,Germany,Male,25,4,10598.17,1,1,1,162346.42,0
15603204,841,France,Male,64,8,60948.8,3,0,1,87524.91,0
15603205,709,Germany,Female,66,0,250000.0,3,1,1,170266.85,1
15603206,668,Spain,Female,41,9,50275.05,2,1,1,175640.5,0
15603207,559,France,Male,53,9,145613.77,4,1,1,181646.17,0
15603208,637,France,Male,60,1,24107.68,4,1,1,180863.72,1
15603209,811,France,Male,19,0,17088.39,1,1,1,124465.57,0
15603210,503,France,Male,73,2,2767.5,4,1,0,11852.57,0
15603211,401,Germany,Male,43,8,27596.23,2,0,1,141571.68,0
15603212,394,France,Male,50,4,32696.42,4,1,0,100616.81,0
15603213,462,Germany,Male,60,7,24476.01,1,1,0,131569.62,0
15603214,607,France,Male,43,1,18216.14,3,1,0,176412.19,0
15603215,511,Germany,Female,60,9,126716.69,2,1,1,38347.66,0
15603216,455,France,Male,65,5,71012.1,1,1,1,81379.16,0
15603217,432,France,Male,54,0,26972.12,2,1,1,91133.03,0
15603218,711,France,Female,54,7,124396.46,1,0,0,166826.6,1
15603219,383,Germany,Female,30,1,22653.32,4,1,0,60880.14,0
15603220,721,Spain,Female,60,10,19827.0,2,1,0,58444.22,0
15603221,451,Spain,Female,54,7,124793.85,1,0,1,22425.58,0
15603222,707,Germany,Female,37,10,250000.0,4,1,0,81746.52,0
15603223,445,Germany,Female,18,4,247926.65,1,0,1,69945.94,0
15603224,629,France,Male,41,2,113810.49,4,1,1,54651.41,0
15603225,630,France,Female,55,0,250000.0,4,0,1,39299.17,0
15603226,718,France,Male,66,7,130845.1,4,1,0,105992.85,0
15603227,694,Germany,Female,62,8,15590.68,4,1,1,176271.46,0
15603228,388,France,Male,37,6,250000.0,3,1,1,27870.45,0
15603229,570,France,Female,62,7,142136.57,4,1,0,34312.69,1
15603230,382,France,Male,37,4,29567.99,3,1,0,76332.79,0
15603231,819,France,Male,21,4,84562.09,1,1,1,25973.3,0
15603232,376,France,Female,59,10,617.39,3,1,1,54815.18,1
15603233,719,France,Female,60,0,86166.32,3,1,0,152080.4,1
15603234,632,Spain,Male,51,7,86596.89,2,1,0,55177.83,0
15603235,575,France,Male,31,8,108224.79,1,1,1,102747.39,0
15603236,826,Spain,Male,73,0,160521.98,2,0,0,34384.7,0
15603237,465,France,Female,70,3,55247.53,3,1,1,134119.3,0
15603238,593,Germany,Female,31,8,173721.49,1,1,0,144602.24,1
15603239,408,France,Female,50,1,242131.68,2,0,1,99598.52,1
15603240,646,Germany,Female,72,8,28128.08,3,1,1,88904.09,1
15603241,815,Spain,Male,26,5,123600.52,3,0,0,13847.57,0
15603242,359,Germany,Female,57,3,19217.15,1,1,1,174373.52,0
15603243,450,Spain,Female,23,3,40870.54,4,1,0,167927.38,1
15603244,788,France,Female,56,0,9631.77,4,1,1,38526.03,0
15603245,541,France,Male,38,1,73904.29,1,0,1,115713.9,0
15603246,843,France,Female,23,7,79939.16,2,1,0,95123.7,0
15603247,398,France,Male,67,7,18226.97,1,0,0,168855.42,0
15603248,770,France,Male,72,5,68138.63,2,1,0,74824.5,0
15603249,467,France,Female,30,7,162524.08,2,1,0,37720.88,1
15603250,546,France,Female,25,4,35587.69,4,0,1,125970.8,0
15603251,685,Germany,Male,58,7,36022.41,3,0,0,15586.94,0
15603252,721,Germany,Female,32,7,221590.53,2,1,0,46121.82,0
15603253,791,Spain,Female,56,3,54186.98,2,1,0,50685.38,0
15603254,514,Spain,Female,37,3,145493.82,1,0,1,185659.27,0
15603255,698,France,Female,28,0,189469.95,4,1,0,86948.99,0
15603256,637,Spain,Male,23,0,55111.46,4,1,0,59284.47,0
15603257,458,Germany,Female,71,2,172959.56,2,1,1,20867.3,1
15603258,761,France,Female,72,10,130496.88,1,1,0,19693.17,1
15603259,639,Germany,Female,29,3,28437.0,4,1,1,96436.45,0
15603260,696,Germany,Male,70,6,16782.21,2,1,1,117011.82,0
15603261,591,Germany,Male,45,5,72222.74,2,1,1,50574.05,0
15603262,837,Germany,Male,21,6,55347.17,4,1,1,63413.28,1
15603263,539,France,Female,41,9,129522.51,4,1,0,187054.95,1
15603264,830,Spain,Female,53,0,190432.02,2,1,1,50372.47,0
15603265,801,France,Male,25,9,91770.09,3,1,1,106995.46,0
15603266,465,Spain,Male,21,3,250000.0,2,1,0,175542.02,0
15603267,624,France,Female,68,5,23267.86,1,0,1,124409.86,1
15603268,397,France,Female,58,6,24879.84,4,0,0,127632.54,0
15603269,590,Germany,Female,30,8,3827.81,3,1,0,111539.28,0
15603270,527,Spain,Male,20,5,14802.7,1,0,0,114554.45,1
15603271,655,France,Male,65,10,97292.66,4,0,1,133816.67,0
15603272,755,France,Male,65,10,56492.23,4,1,0,85309.91,0
15603273,500,France,Female,62,6,37196.3,2,1,0,118264.79,1
15603274,821,France,Male,37,9,116452.91,1,0,0,19289.19,0
15603275,793,France,Male,52,10,98522.96,4,0,0,158201.12,0
15603276,410,Germany,Female,26,0,8310.08,4,1,1,141554.81,0
15603277,577,France,Male,51,4,98871.44,1,1,1,152317.42,0
15603278,416,Spain,Male,54,0,47188.6,3,1,1,112854.73,0
15603279,354,France,Female,34,8,16550.96,1,1,1,110393.01,0
15603280,763,Spain,Male,57,6,82153.8,3,0,1,31834.07,0
15603281,742,Spain,Female,60,8,11679.23,1,1,1,80261.08,0
15603282,683,Germany,Male,38,5,250000.0,3,1,1,32794.83,0
15603283,798,France,Male,18,6,170372.3,4,1,0,93244.75,1
15603284,830,Germany,Female,46,7,21521.59,4,0,0,35098.13,0
15603285,744,Germany,Female,56,9,71646.2,2,0,0,120447.7,1
15603286,668,France,Male,24,10,242883.37,4,1,1,71863.09,0
15603287,724,Spain,Male,60,2,174627.64,3,1,1,41779.41,0
15603288,689,France,Male,36,4,37258.38,2,1,1,160446.53,0
15603289,620,Spain,Female,59,3,77638.86,1,1,1,179982.14,0
15603290,791,France,Male,44,1,102376.46,4,1,1,198787.02,0
15603291,767,France,Female,59,3,10971.48,2,1,0,194082.21,0
15603292,632,Spain,Female,62,9,57245.89,3,0,1,96606.96,0
15603293,816,Spain,Male,72,7,108262.11,2,0,0,29365.14,0
15603294,512,Spain,Female,45,10,2720.33,1,0,1,114450.08,0
15603295,625,France,Male,21,4,18940.76,3,1,1,193542.22,0
15603296,440,Germany,Female,29,4,51433.71,4,1,1,70811.03,0
15603297,741,France,Female,52,10,88477.52,2,0,1,34786.69,0
15603298,523,Germany,Female,69,3,250000.0,4,1,0,104198.68,1
15603299,773,Germany,Male,32,5,174972.96,4,1,1,37047.67,0
15603300,590,France,Female,62,5,101196.45,1,1,0,151775.22,1
15603301,583,France,Female,42,3,28855.56,4,0,0,136657.33,0
15603302,835,Germany,Female,31,8,250000.0,1,0,0,12647.39,1
15603303,741,France,Female,59,4,109100.41,1,0,1,27973.08,0
15603304,444,Spain,Male,62,10,90370.2,1,1,0,168148.92,0
15603305,473,Germany,Female,74,2,158856.67,3,0,0,55652.81,0
15603306,426,France,Male,46,4,64308.24,4,1,0,104447.75,1
15603307,405,France,Female,71,8,52630.91,2,0,1,39658.0,0
15603308,499,Spain,Male,64,7,2177.79,2,1,1,149361.96,1
15603309,693,France,Female,53,7,64940.74,3,1,1,152752.11,0
15603310,701,France,Female,47,2,112448.87,1,0,0,123846.26,1
15603311,645,Spain,Male,66,3,5417.73,1,1,1,73159.26,0
15603312,356,Spain,Male,70,1,193427.71,4,1,0,115416.28,1
15603313,657,Spain,Female,47,7,106396.95,1,1,0,37694.13,0
15603314,747,France,Female,72,1,82109.76,3,1,0,186694.8,0
15603315,402,France,Male,25,6,170356.57,1,0,0,169284.25,1
15603316,623,France,Female,70,9,20938.14,1,1,0,47113.75,1
15603317,620,France,Female,55,5,66249.72,4,0,0,131151.68,0
15603318,632,France,Female,24,0,63642.2,1,1,1,57601.25,1
15603319,706,Germany,Male,49,3,10044.21,4,1,0,40835.67,1
15603320,784,France,Male,20,3,43097.66,2,1,1,53880.33,0
15603321,798,Spain,Female,68,2,154561.94,2,1,0,113514.54,1
15603322,602,France,Male,73,7,158101.55,2,1,0,38109.03,0
15603323,812,Spain,Male,71,9,149058.01,1,1,1,52333.64,1
15603324,408,Spain,Male,24,8,7238.69,1,0,1,181030.63,0
15603325,407,Germany,Female,24,2,27858.91,2,1,0,89113.75,1
15603326,755,France,Female,55,8,93844.28,3,1,1,154209.87,0
15603327,551,France,Female,20,3,1816.11,4,0,1,23546.37,0
15603328,375,Germany,Male,23,1,25261.15,1,1,1,177449.15,1
15603329,821,Germany,Male,27,6,30573.52,2,1,1,126437.65,0
15603330,794,France,Male,31,10,165242.28,3,1,1,129323.61,0
15603331,428,France,Female,70,2,250000.0,1,0,0,54148.49,0
15603332,778,Germany,Male,68,4,42890.54,4,0,1,64931.57,0
15603333,666,Germany,Male,55,10,80132.09,2,0,1,102587.96,0
15603334,428,France,Male,44,3,65232.62,4,1,1,146880.36,0
15603335,555,Spain,Female,62,3,250000.0,4,1,1,61395.59,1
15603336,551,France,Male,38,5,188631.78,4,0,0,172388.98,0
15603337,574,France,Male,35,6,52456.06,2,0,0,196764.66,1
15603338,394,Spain,Male,59,7,79212.14,3,1,0,107580.08,0
15603339,727,France,Male,52,7,1669.19,4,1,1,132654.5,1
15603340,759,France,Male,41,4,44913.12,2,1,0,190409.42,1
15603341,558,Germany,Female,70,10,52298.04,4,0,1,132595.44,0
15603342,621,France,Female,60,9,1164.0,4,1,1,134188.47,0
15603343,814,Spain,Male,20,2,12307.44,2,1,1,19702.88,0
15603344,360,Germany,Female,25,3,62582.74,4,0,1,145789.09,1
15603345,598,France,Male,71,7,116422.39,2,0,1,102888.02,0
15603346,525,France,Male,33,7,188837.54,1,1,0,135154.78,0
15603347,699,France,Male,61,9,7169.67,2,1,0,158802.5,1
15603348,489,Spain,Female,65,9,43400.07,1,1,1,111852.4,0
15603349,533,France,Female,30,1,99362.57,4,1,1,56976.11,0
15603350,811,Germany,Male,62,10,109273.45,3,1,0,172240.29,1
15603351,685,Germany,Male,54,6,6613.43,3,1,0,165594.58,0
15603352,404,Spain,Male,32,3,34629.5,3,1,0,36002.83,0
15603353,813,France,Female,40,3,9237.13,2,0,1,78676.66,1
15603354,744,France,Female,56,6,69589.54,2,1,0,175920.39,0
15603355,575,Germany,Female,60,7,61265.56,4,1,0,160517.6,0
15603356,736,France,Female,49,1,447.92,2,1,1,180769.05,0
15603357,450,Germany,Male,60,6,38742.03,3,1,1,45704.72,0
15603358,781,Germany,Female,50,2,25557.84,2,0,1,114740.92,0
15603359,765,Spain,Male,60,5,134597.32,3,1,1,100314.52,0
15603360,692,Germany,Male,44,4,204091.66,3,0,0,50066.09,1
15603361,473,Germany,Male,71,8,38966.3,4,1,0,105360.55,0
15603362,750,France,Male,70,9,22003.33,1,0,1,59957.38,1
15603363,461,France,Female,27,2,124413.94,3,0,1,160293.13,0
15603364,647,France,Female,29,10,250000.0,2,1,0,192910.91,0
15603365,617,Spain,Male,25,4,30929.87,1,0,1,165433.78,0
15603366,640,France,Male,50,5,4075.82,4,1,0,144973.29,0
15603367,720,France,Male,55,7,103583.74,3,1,0,118352.48,0
15603368,379,France,Female,51,1,105232.34,4,1,0,39103.23,0
15603369,573,France,Male,31,6,32489.63,2,0,0,197220.36,1
15603370,479,France,Male,67,8,66364.41,4,0,1,96055.42,1
15603371,703,France,Female,36,10,6818.04,2,1,0,29233.24,0
15603372,817,France,Male,60,5,89795.97,4,1,0,68930.32,0
15603373,742,France,Male,73,2,99030.34,1,1,1,195696.38,0
15603374,774,France,Male,29,4,18292.91,2,0,0,15408.96,1
15603375,640,Spain,Female,65,10,125955.58,4,1,0,49581.91,0
15603376,691,Spain,Female,54,9,2630.01,4,0,0,143502.5,1
15603377,763,Spain,Female,58,0,135396.75,1,1,0,148509.63,1
15603378,761,Germany,Female,64,3,160317.8,4,0,0,139453.52,0
15603379,604,Spain,Male,35,0,4958.59,1,0,1,105534.05,0
15603380,737,France,Male,66,7,172451.61,4,1,1,51064.38,0
15603381,394,Germany,Female,23,9,104271.48,2,1,0,57793.51,0
15603382,455,Spain,Male,22,3,32384.36,4,1,1,52166.34,0
15603383,654,Spain,Female,68,1,2364.68,2,1,1,198948.3,1
15603384,569,France,Female,61,4,233501.61,3,1,0,26704.29,0
15603385,531,France,Female,72,1,38239.66,3,1,1,154227.06,0
15603386,447,France,Male,52,9,84904.86,2,0,0,164639.58,0
15603387,797,France,Female,46,10,22623.92,2,1,0,13999.39,0
15603388,368,Spain,Female,53,2,231684.34,3,0,0,10322.9,0
15603389,702,France,Female,33,5,17241.34,3,1,0,145918.46,0
15603390,513,France,Male,55,10,17814.76,2,1,0,194686.99,0
15603391,368,Spain,Female,44,1,164953.18,4,0,0,91668.1,0
15603392,755,Spain,Female,37,4,7434.44,2,1,0,163845.07,1
15603393,642,France,Female,69,0,150355.24,1,1,0,141415.54,1
